id   ,  Country  ,     Port Name      ,  UN Code  ,  Vessels in Port  ,  Departures(Last 24 Hours)  ,  Arrivals(Last 24 Hours)  ,  Expected Arrivals  ,    Type     ,    Area Local     ,    Area Global    ,                       Also known as                      
142  ,   China   ,   QUANZHOU ANCH    ,   null    ,        128        ,             108             ,            105            ,          2          ,  Anchorage  ,  East China Sea   ,    South China    ,                            null                          
144  ,   China   ,     CHONGQING      ,   CNCQI   ,        126        ,             25              ,            31             ,         80          ,    Port     ,  "Inland, China"  ,  "Inland, China"  ,                            null                          
195  ,   China   ,       XINSHA       ,   CNXNA   ,        99         ,             66              ,            70             ,         18          ,    Port     ,    South China    ,    South China    ,                        "[XIN SHA]"                       
340  ,   China   ,      HUANGGE       ,   CNHGE   ,        66         ,             42              ,            42             ,          0          ,    Port     ,    South China    ,    South China    ,                        "[HUANG GE]"                      
148  ,   China   ,    HUANGPU ANCH    ,   null    ,        121        ,             95              ,            92             ,          3          ,  Anchorage  ,    South China    ,    South China    ,                            null                          
149  ,   China   ,  ZHUJIAN KOU ANCH  ,   null    ,        120        ,             193             ,            194            ,         13          ,  Anchorage  ,    South China    ,    South China    ,                            null                          
151  ,   China   ,      WENZHOU       ,   CNWNZ   ,        119        ,             54              ,            41             ,         73          ,    Port     ,  East China Sea   ,   Central China   ,                    "[WEN ZHOU, YUHUAN]"                  
193  ,   China   ,      BAYUQUAN      ,   CNBAY   ,        100        ,             120             ,            87             ,         92          ,    Port     ,     Bohai Sea     ,    North China    ,           "[BAYU QUAN, BA YU QUAN, BYQ, B Y Q]"          
126  ,   China   ,    TAICANG ANCH    ,   null    ,        140        ,             135             ,            136            ,          1          ,  Anchorage  ,  East China Sea   ,   Central China   ,                            null                          
157  ,   China   ,   ZHOUSHAN ANCH    ,   null    ,        118        ,             150             ,            147            ,          5          ,  Anchorage  ,  East China Sea   ,   Central China   ,  "[BEILUN ANCH, ZHENHAI ANCH, NINGBO ANCH, JINTANG ANCH]"
158  ,   China   ,      LONGHAI       ,   CNLGI   ,        118        ,             34              ,             5             ,          2          ,    Port     ,  East China Sea   ,    South China    ,                        "[LONG HAI]"                      
191  ,   China   ,    YANTAI ANCH     ,   null    ,        102        ,             264             ,            266            ,          3          ,  Anchorage  ,     Bohai Sea     ,    North China    ,                            null                          
294  ,   China   ,      TAIXING       ,   CNTAX   ,        73         ,             29              ,            46             ,         14          ,    Port     ,  East China Sea   ,   Central China   ,                        "[TAI XING]"                      
16   ,   China   ,      QUANZHOU      ,   CNQZJ   ,        662        ,             204             ,            129            ,         71          ,    Port     ,  East China Sea   ,    South China    ,                    "[QUAN ZHOU, SHIHU]"                  
