id   ,  Country  ,    Port Name     ,  UN Code  ,  Vessels in Port  ,  Departures(Last 24 Hours)  ,  Arrivals(Last 24 Hours)  ,  Expected Arrivals  ,    Type     ,         Area Local         ,        Area Global         ,                    Also known as                  
350  ,  Brazil   ,    PARANAGUA     ,   BRPNG   ,        64         ,              9              ,            10             ,         41          ,    Port     ,  East Coast South America  ,  East Coast South America  ,                        null                       
457  ,  Brazil   ,  PARANAGUA ANCH  ,   null    ,        53         ,              3              ,             8             ,          0          ,  Anchorage  ,  East Coast South America  ,  East Coast South America  ,                        null                       
150  ,  Brazil   ,      SANTOS      ,   BRSSZ   ,        119        ,             29              ,            28             ,         147         ,    Port     ,  East Coast South America  ,  East Coast South America  ,                 "[BACIA DE SANTOS]"               
254  ,  Brazil   ,   SANTOS ANCH    ,   null    ,        83         ,             23              ,            22             ,          0          ,  Anchorage  ,  East Coast South America  ,  East Coast South America  ,                        null                       
143  ,  Brazil   ,  RIO DE JANEIRO  ,   BRRIO   ,        127        ,             38              ,            43             ,         39          ,    Port     ,  East Coast South America  ,  East Coast South America  ,  "[RIODEJANEIRO,  RIO DE JAN,  RIO JANEIRO,  RIO]"
