id   ,  Country  ,   Port Name    ,  UN Code  ,  Vessels in Port  ,  Departures(Last 24 Hours)  ,  Arrivals(Last 24 Hours)  ,  Expected Arrivals  ,   Type   ,   Area Local   ,     Area Global      ,                Also known as              
168  ,  Greece   ,    FLISVOS     ,   null    ,        113        ,             13              ,            35             ,          3          ,  Marina  ,  Piraeus Area  ,  East Mediterranean  ,                    null                   
378  ,  Greece   ,     GOUVIA     ,   null    ,        62         ,             18              ,            22             ,          0          ,  Marina  ,   Ionian Sea   ,  East Mediterranean  ,                 "[TZAVROS]"               
272  ,  Greece   ,    PIRAEUS     ,   GRPIR   ,        78         ,             117             ,            122            ,         66          ,   Port   ,  Piraeus Area  ,  East Mediterranean  ,  "[PIRAEVS,  PIREAS,  KERATSINI,  ATHENS]"
469  ,  Greece   ,     ALIMOS     ,   GRAIO   ,        52         ,             24              ,            24             ,          2          ,  Marina  ,  Piraeus Area  ,  East Mediterranean  ,                 "[ALIMOU]"                
468  ,  Greece   ,  AGIOS KOSMAS  ,   null    ,        52         ,              4              ,            17             ,          2          ,  Marina  ,  Piraeus Area  ,  East Mediterranean  ,          "[AG.KOSMAS,  AG KOSMAS]"        
309  ,  Greece   ,      ZEA       ,   GRMAZ   ,        71         ,              8              ,            14             ,          2          ,  Marina  ,  Piraeus Area  ,  East Mediterranean  ,        "[ZEA MARINA,  MARINA ZEAS]"       
