id   ,  Country  ,  Port Name   ,  UN Code  ,  Vessels in Port  ,  Departures(Last 24 Hours)  ,  Arrivals(Last 24 Hours)  ,  Expected Arrivals  ,  Type   ,      Area Local      ,     Area Global      ,           Also known as          
266  ,   Egypt   ,  SUEZ CANAL  ,   EGSUZ   ,        79         ,             30              ,            75             ,         409         ,  Canal  ,  East Mediterranean  ,  East Mediterranean  ,  "[SUEZ,  EGSZC,  EGSUC,  EGSCN]"
